,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause(£),DefensiveAwareness,Year_Joined
10,177003,L. Modrić,33,https://cdn.sofifa.com/players/177/003/20_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,89,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,39000000.0,320000.0,2256,Right,4.0,4.0,4.0,High/ Medium,Lean (170-185),Yes,RCM,10.0,2012-08-01,None,2020.0,172.72,146,86.0,72.0,55.0,91.0,76.0,87.0,85.0,78.0,88.0,92.0,77.0,71.0,91.0,88.0,92.0,79.0,68.0,84.0,58.0,82.0,62.0,79.0,78.0,90.0,82.0,92.0,None,74.0,71.0,13.0,9.0,7.0,14.0,9.0,CM,89.0,80000000.0,68.0,2012
11,158023,L. Messi,32,https://cdn.sofifa.com/players/158/023/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,94,94,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,95500000.0,560000.0,2255,Left,5.0,4.0,4.0,Medium/ Low,Messi,Yes,RW,10.0,2004-07-01,None,2021.0,170.18,159,88.0,95.0,70.0,92.0,88.0,97.0,93.0,94.0,92.0,96.0,91.0,84.0,93.0,95.0,95.0,86.0,68.0,75.0,68.0,94.0,48.0,40.0,94.0,94.0,75.0,96.0,None,37.0,26.0,6.0,11.0,15.0,14.0,8.0,RW,94.0,195800000.0,33.0,2004
12,181291,G. Wijnaldum,28,https://cdn.sofifa.com/players/181/291/20_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,85,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,38000000.0,150000.0,2252,Right,3.0,4.0,4.0,High/ High,Normal (170-185),Yes,LCM,5.0,2016-07-22,None,2021.0,175.26,152,69.0,74.0,77.0,87.0,73.0,85.0,77.0,67.0,81.0,88.0,78.0,76.0,84.0,86.0,88.0,78.0,81.0,93.0,74.0,71.0,75.0,79.0,79.0,79.0,74.0,86.0,None,78.0,69.0,16.0,6.0,14.0,12.0,6.0,CM,85.0,70300000.0,78.0,2016
13,185103,A. Kolarov,33,https://cdn.sofifa.com/players/185/103/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,82,82,Roma,https://cdn.sofifa.com/teams/52/light_30.png,10000000.0,52000.0,2247,Left,2.0,3.0,3.0,High/ Medium,Normal (185+),Yes,LB,11.0,2017-07-22,None,2021.0,187.96,179,90.0,60.0,80.0,78.0,64.0,80.0,85.0,88.0,77.0,77.0,71.0,68.0,62.0,83.0,58.0,95.0,79.0,82.0,74.0,86.0,86.0,82.0,78.0,77.0,80.0,90.0,None,83.0,81.0,16.0,15.0,8.0,16.0,6.0,LB,82.0,17000000.0,82.0,2017
14,203551,A. Florenzi,28,https://cdn.sofifa.com/players/203/551/20_60.png,Italy,https://cdn.sofifa.com/flags/it.png,81,81,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,15000000.0,43000.0,2241,Right,3.0,3.0,4.0,High/ High,Lean (170-185),Yes,SUB,25.0,2020-05-05,Roma,2020.0,172.72,148,77.0,70.0,72.0,77.0,87.0,78.0,73.0,79.0,75.0,79.0,85.0,79.0,87.0,80.0,82.0,82.0,74.0,87.0,63.0,82.0,79.0,79.0,82.0,76.0,76.0,80.0,None,79.0,78.0,9.0,8.0,10.0,11.0,10.0,RB,81.0,1400000.0,76.0,2020
15,212622,J. Kimmich,24,https://cdn.sofifa.com/players/212/622/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,87,90,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,58000000.0,135000.0,2241,Right,3.0,4.0,3.0,Medium/ Medium,Lean (170-185),Yes,CDM,32.0,2015-07-01,None,2023.0,175.26,161,91.0,66.0,74.0,87.0,67.0,83.0,85.0,61.0,85.0,85.0,77.0,68.0,84.0,87.0,84.0,76.0,79.0,94.0,66.0,71.0,86.0,80.0,80.0,84.0,44.0,85.0,None,80.0,79.0,8.0,15.0,7.0,15.0,15.0,CDM,87.0,100100000.0,78.0,2015
16,176676,Marcelo,31,https://cdn.sofifa.com/players/176/676/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,84,84,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,22500000.0,185000.0,2240,Left,4.0,4.0,5.0,High/ Low,Normal (170-185),Yes,LB,12.0,2007-01-01,None,2022.0,175.26,165,88.0,73.0,74.0,84.0,63.0,89.0,84.0,67.0,77.0,93.0,83.0,78.0,85.0,85.0,86.0,82.0,76.0,77.0,77.0,70.0,81.0,80.0,83.0,80.0,59.0,85.0,None,78.0,81.0,12.0,5.0,5.0,5.0,9.0,LB,84.0,46100000.0,71.0,2007
17,195864,P. Pogba,26,https://cdn.sofifa.com/players/195/864/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,87,88,Manchester United,https://cdn.sofifa.com/teams/11/light_30.png,58000000.0,210000.0,2238,Right,4.0,4.0,5.0,High/ Medium,Normal (185+),Yes,SUB,6.0,2016-08-09,None,2021.0,190.5,185,80.0,75.0,75.0,86.0,84.0,87.0,85.0,82.0,90.0,90.0,67.0,79.0,73.0,81.0,66.0,90.0,82.0,84.0,89.0,82.0,78.0,64.0,83.0,88.0,83.0,87.0,None,67.0,65.0,5.0,6.0,2.0,4.0,3.0,CM,87.0,114600000.0,63.0,2016
18,189332,Jordi Alba,30,https://cdn.sofifa.com/players/189/332/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/light_30.png,35000000.0,220000.0,2238,Left,3.0,3.0,3.0,High/ Medium,Normal (170-),Yes,LB,18.0,2012-07-01,None,2024.0,170.18,150,86.0,73.0,70.0,84.0,60.0,81.0,80.0,63.0,79.0,85.0,90.0,88.0,91.0,84.0,85.0,64.0,81.0,89.0,61.0,66.0,77.0,82.0,83.0,78.0,59.0,82.0,None,82.0,83.0,13.0,15.0,13.0,6.0,13.0,LB,86.0,71800000.0,74.0,2012
19,173731,G. Bale,29,https://cdn.sofifa.com/players/173/731/20_60.png,Wales,https://cdn.sofifa.com/flags/gb-wls.png,85,85,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,37500000.0,250000.0,2235,Left,4.0,3.0,4.0,Medium/ Medium,Lean (170-185),Yes,RW,11.0,2013-09-02,None,2022.0,185.42000000000002,181,87.0,83.0,84.0,80.0,85.0,82.0,90.0,87.0,79.0,85.0,89.0,91.0,79.0,79.0,65.0,92.0,84.0,73.0,77.0,89.0,65.0,59.0,83.0,79.0,76.0,85.0,None,55.0,52.0,15.0,15.0,11.0,5.0,6.0,RW,85.0,76900000.0,54.0,2013
20,155862,Sergio Ramos,33,https://cdn.sofifa.com/players/155/862/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,89,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,31500000.0,300000.0,2232,Right,4.0,3.0,3.0,High/ Medium,Normal (170-185),Yes,LCB,4.0,2005-08-01,None,2021.0,182.88,181,66.0,63.0,92.0,80.0,69.0,65.0,74.0,72.0,83.0,83.0,74.0,71.0,78.0,87.0,66.0,79.0,93.0,80.0,85.0,62.0,90.0,88.0,67.0,71.0,86.0,84.0,None,87.0,90.0,11.0,8.0,9.0,7.0,11.0,CB,89.0,64599999.99999999,85.0,2005
21,20801,Cristiano Ronaldo,34,https://cdn.sofifa.com/players/020/801/20_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,93,93,Juventus,https://cdn.sofifa.com/teams/45/light_30.png,58500000.0,410000.0,2227,Right,5.0,4.0,5.0,High/ Low,C. Ronaldo,Yes,LS,7.0,2018-07-10,None,2022.0,187.96,183,84.0,94.0,89.0,83.0,87.0,89.0,81.0,76.0,77.0,92.0,88.0,91.0,87.0,96.0,71.0,95.0,95.0,85.0,78.0,93.0,63.0,29.0,95.0,82.0,85.0,95.0,None,32.0,24.0,7.0,11.0,15.0,14.0,11.0,ST,93.0,96500000.0,28.0,2018
22,209658,L. Goretzka,24,https://cdn.sofifa.com/players/209/658/20_60.png,Germany,https://cdn.sofifa.com/flags/de.png,84,88,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,40000000.0,115000.0,2222,Right,3.0,4.0,3.0,High/ Medium,Lean (185+),Yes,RCM,18.0,2018-07-01,None,2022.0,187.96,168,75.0,76.0,80.0,84.0,68.0,81.0,76.0,75.0,79.0,84.0,84.0,78.0,76.0,84.0,70.0,79.0,74.0,86.0,75.0,83.0,80.0,79.0,79.0,82.0,60.0,80.0,None,74.0,73.0,13.0,8.0,15.0,11.0,9.0,CAM,85.0,69000000.0,72.0,2018
23,201942,Roberto Firmino,27,https://cdn.sofifa.com/players/201/942/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,88,88,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,63000000.0,220000.0,2218,Right,3.0,4.0,5.0,High/ High,Normal (170-185),Yes,CF,9.0,2015-07-06,None,2023.0,180.34,168,73.0,84.0,78.0,87.0,85.0,90.0,81.0,65.0,76.0,91.0,78.0,77.0,84.0,90.0,85.0,83.0,81.0,88.0,74.0,79.0,73.0,58.0,89.0,87.0,72.0,88.0,None,64.0,42.0,8.0,11.0,9.0,6.0,10.0,CF,88.0,116600000.0,60.0,2015
24,200145,Casemiro,27,https://cdn.sofifa.com/players/200/145/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,88,89,Real Madrid,https://cdn.sofifa.com/teams/243/light_30.png,61000000.0,280000.0,2214,Right,3.0,3.0,2.0,High/ High,Normal (185+),Yes,CDM,14.0,2013-07-11,None,2023.0,185.42000000000002,185,58.0,64.0,80.0,84.0,63.0,69.0,63.0,74.0,84.0,78.0,58.0,66.0,62.0,87.0,66.0,88.0,87.0,90.0,90.0,81.0,91.0,87.0,72.0,80.0,66.0,84.0,None,88.0,87.0,13.0,14.0,16.0,12.0,12.0,CDM,88.0,129600000.0,84.0,2013
25,193283,T. Delaney,27,https://cdn.sofifa.com/players/193/283/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,82,83,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,23000000.0,82000.0,2213,Left,2.0,4.0,3.0,Low/ High,Normal (170-185),Yes,SUB,6.0,2018-07-01,None,2022.0,182.88,174,67.0,72.0,83.0,77.0,66.0,74.0,71.0,68.0,79.0,76.0,78.0,77.0,73.0,81.0,73.0,78.0,91.0,90.0,77.0,74.0,84.0,86.0,75.0,74.0,60.0,78.0,None,83.0,86.0,8.0,12.0,11.0,14.0,15.0,CB,83.0,40800000.0,80.0,2018
26,200458,L. Digne,25,https://cdn.sofifa.com/players/200/458/20_60.png,France,https://cdn.sofifa.com/flags/fr.png,83,86,Everton,https://cdn.sofifa.com/teams/7/light_30.png,28500000.0,97000.0,2212,Left,2.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,LB,12.0,2018-08-01,None,2023.0,177.8,163,87.0,60.0,71.0,81.0,68.0,78.0,82.0,83.0,73.0,83.0,78.0,78.0,69.0,83.0,78.0,83.0,92.0,85.0,69.0,76.0,76.0,82.0,72.0,74.0,60.0,80.0,None,83.0,84.0,6.0,12.0,9.0,6.0,13.0,LB,84.0,56300000.0,78.0,2018
27,208574,F. Kostić,26,https://cdn.sofifa.com/players/208/574/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,83,83,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/light_30.png,28000000.0,54000.0,2210,Left,2.0,2.0,3.0,High/ High,Normal (170-185),Yes,LM,10.0,2019-05-17,None,2023.0,182.88,181,88.0,74.0,59.0,75.0,70.0,85.0,79.0,80.0,73.0,83.0,89.0,87.0,76.0,81.0,76.0,84.0,67.0,91.0,77.0,78.0,78.0,63.0,79.0,81.0,64.0,80.0,None,72.0,68.0,13.0,14.0,12.0,12.0,13.0,LM,83.0,47600000.0,69.0,2019
28,172522,D. Wass,30,https://cdn.sofifa.com/players/172/522/20_60.png,Denmark,https://cdn.sofifa.com/flags/dk.png,80,80,Valencia CF,https://cdn.sofifa.com/teams/461/light_30.png,11500000.0,38000.0,2210,Right,2.0,3.0,3.0,High/ Medium,Lean (170-185),Yes,RB,18.0,2018-07-10,None,2022.0,180.34,163,80.0,75.0,69.0,81.0,71.0,76.0,81.0,85.0,82.0,81.0,76.0,77.0,74.0,80.0,71.0,85.0,67.0,87.0,74.0,79.0,74.0,78.0,75.0,78.0,64.0,75.0,None,78.0,77.0,11.0,9.0,10.0,13.0,13.0,RB,80.0,24200000.0,79.0,2018
29,177413,A. Witsel,30,https://cdn.sofifa.com/players/177/413/20_60.png,Belgium,https://cdn.sofifa.com/flags/be.png,85,85,Borussia Dortmund,https://cdn.sofifa.com/teams/22/light_30.png,31500000.0,105000.0,2209,Right,3.0,4.0,4.0,Medium/ Medium,Lean (185+),Yes,LCM,28.0,2018-08-17,None,2022.0,185.42000000000002,179,69.0,71.0,84.0,90.0,77.0,79.0,71.0,68.0,85.0,84.0,65.0,73.0,75.0,86.0,69.0,76.0,78.0,83.0,83.0,71.0,77.0,83.0,75.0,82.0,76.0,92.0,None,80.0,81.0,5.0,7.0,7.0,10.0,7.0,CDM,85.0,53600000.0,82.0,2018
30,209331,M. Salah,27,https://cdn.sofifa.com/players/209/331/20_60.png,Egypt,https://cdn.sofifa.com/flags/eg.png,90,90,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,80500000.0,240000.0,2208,Left,3.0,3.0,4.0,High/ Medium,Mohamed Salah,Yes,RW,11.0,2017-07-01,None,2023.0,175.26,157,79.0,90.0,59.0,84.0,79.0,90.0,83.0,69.0,75.0,89.0,94.0,92.0,91.0,92.0,91.0,80.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,84.0,81.0,90.0,None,43.0,41.0,14.0,14.0,9.0,11.0,14.0,RW,90.0,148900000.0,38.0,2017
31,1040,12 Roberto Carlos,38,https://cdn.sofifa.com/players/001/040/12_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,FC Anzhi Makhachkala,https://cdn.sofifa.com/teams/100766/light_30.png,0.0,30000.0,2207,Left,2.0,2.0,3.0,Medium/ High,Stocky (170-),Yes,SUB,3.0,2011-01-01,None,2013.0,167.64000000000001,154,80.0,43.0,54.0,78.0,73.0,74.0,88.0,88.0,82.0,82.0,77.0,78.0,74.0,77.0,85.0,91.0,83.0,60.0,84.0,85.0,74.0,82.0,60.0,82.0,79.0,60.0,81.0,75.0,84.0,8.0,12.0,10.0,13.0,11.0,CDM,79.0,1400000.0,46.91704501232326,2011
32,193747,Koke,27,https://cdn.sofifa.com/players/193/747/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,Atlético Madrid,https://cdn.sofifa.com/teams/240/light_30.png,45500000.0,96000.0,2207,Right,3.0,4.0,3.0,High/ High,Normal (170-185),Yes,RCM,6.0,2011-01-01,None,2024.0,175.26,170,86.0,72.0,61.0,89.0,56.0,82.0,85.0,76.0,87.0,85.0,70.0,67.0,73.0,87.0,80.0,84.0,63.0,92.0,75.0,81.0,79.0,79.0,82.0,85.0,59.0,84.0,None,80.0,64.0,14.0,12.0,5.0,10.0,13.0,CM,86.0,93300000.0,74.0,2011
33,146530,19 Dani Alves,35,https://cdn.sofifa.com/players/146/530/19_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,82,82,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/light_30.png,4800000.0,60000.0,2205,Right,4.0,3.0,4.0,High/ Medium,Normal (170-185),Yes,RB,13.0,2017-07-12,None,2019.0,172.72,150,85.0,61.0,71.0,83.0,68.0,84.0,80.0,74.0,81.0,86.0,75.0,77.0,84.0,80.0,87.0,86.0,80.0,74.0,55.0,78.0,82.0,79.0,78.0,79.0,70.0,83.0,72.0,78.0,80.0,5.0,11.0,9.0,6.0,7.0,CAM,81.0,8900000.0,46.91704501232326,2017
34,183711,J. Henderson,29,https://cdn.sofifa.com/players/183/711/20_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,85,85,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,37000000.0,150000.0,2205,Right,2.0,3.0,3.0,High/ High,Normal (170-185),Yes,RCM,14.0,2011-06-09,None,2023.0,182.88,176,82.0,69.0,65.0,86.0,71.0,78.0,80.0,74.0,87.0,84.0,67.0,66.0,69.0,86.0,70.0,77.0,77.0,91.0,76.0,72.0,82.0,84.0,78.0,83.0,64.0,78.0,None,82.0,76.0,7.0,13.0,7.0,9.0,13.0,CM,85.0,68500000.0,80.0,2011
35,208722,S. Mané,27,https://cdn.sofifa.com/players/208/722/20_60.png,Senegal,https://cdn.sofifa.com/flags/sn.png,90,90,Liverpool,https://cdn.sofifa.com/teams/9/light_30.png,80500000.0,240000.0,2203,Right,3.0,4.0,4.0,High/ Medium,Normal (170-185),Yes,LW,10.0,2016-07-01,None,2023.0,175.26,152,76.0,90.0,84.0,85.0,75.0,91.0,76.0,64.0,71.0,89.0,95.0,93.0,93.0,93.0,86.0,84.0,86.0,88.0,70.0,78.0,75.0,35.0,92.0,85.0,71.0,84.0,None,42.0,38.0,10.0,10.0,15.0,7.0,14.0,LW,90.0,148900000.0,42.0,2016
36,215071,M. Casco,31,https://cdn.sofifa.com/players/215/071/20_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,79,79,River Plate,https://cdn.sofifa.com/teams/1876/light_30.png,9000000.0,26000.0,2202,Right,1.0,5.0,3.0,High/ Medium,Stocky (170-),No,LB,20.0,2015-09-09,None,2022.0,170.18,152,79.0,69.0,65.0,77.0,65.0,81.0,79.0,61.0,67.0,79.0,85.0,91.0,89.0,77.0,85.0,83.0,79.0,91.0,73.0,75.0,87.0,73.0,81.0,77.0,63.0,81.0,None,73.0,75.0,15.0,8.0,13.0,12.0,6.0,RM,80.0,12600000.0,69.0,2015
37,135507,Fernandinho,34,https://cdn.sofifa.com/players/135/507/20_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,85,85,Manchester City,https://cdn.sofifa.com/teams/10/light_30.png,14500000.0,170000.0,2201,Right,3.0,4.0,3.0,Medium/ High,Lean (170-185),Yes,LCB,25.0,2013-07-01,None,2021.0,177.8,148,68.0,69.0,71.0,86.0,74.0,77.0,70.0,72.0,81.0,82.0,68.0,64.0,69.0,88.0,77.0,83.0,84.0,79.0,76.0,78.0,87.0,89.0,70.0,73.0,61.0,81.0,None,86.0,83.0,12.0,11.0,5.0,13.0,7.0,CB,85.0,26800000.0,88.0,2013
38,223848,S. Milinković-Savić,24,https://cdn.sofifa.com/players/223/848/20_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,85,90,Lazio,https://cdn.sofifa.com/teams/46/light_30.png,50500000.0,73000.0,2200,Right,2.0,4.0,4.0,High/ Medium,Normal (185+),Yes,RCM,21.0,2015-08-06,None,2023.0,190.5,168,64.0,80.0,86.0,85.0,74.0,86.0,78.0,75.0,85.0,87.0,66.0,67.0,65.0,80.0,59.0,83.0,85.0,85.0,88.0,80.0,73.0,78.0,79.0,85.0,56.0,82.0,None,77.0,72.0,7.0,10.0,7.0,16.0,7.0,CM,86.0,89600000.0,75.0,2015
39,189509,Thiago,28,https://cdn.sofifa.com/players/189/509/20_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Bayern München,https://cdn.sofifa.com/teams/21/light_30.png,44000000.0,165000.0,2199,Right,3.0,3.0,5.0,Medium/ Medium,Normal (170-185),Yes,LCM,6.0,2013-07-14,None,2021.0,175.26,154,78.0,69.0,54.0,88.0,86.0,90.0,85.0,77.0,87.0,91.0,74.0,62.0,91.0,85.0,90.0,76.0,76.0,75.0,59.0,79.0,54.0,83.0,79.0,85.0,75.0,86.0,None,67.0,71.0,6.0,11.0,7.0,9.0,13.0,CM,86.0,72600000.0,67.0,2013
