,ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value(£),Wage(£),Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height(cm.),Weight(lbs.),Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Best Position,Best Overall Rating,Release Clause(£),DefensiveAwareness,Year_Joined
10,177003,L. Modrić,35,https://cdn.sofifa.com/players/177/003/22_60.png,Croatia,https://cdn.sofifa.com/flags/hr.png,87,87,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,32000000.0,190000.0,2253,Right,4.0,4.0,4.0,Medium/ Medium,Lean (170-185),Yes,RCM,10.0,2012-08-01,None,2022.0,172,145.53,86.0,72.0,55.0,91.0,76.0,85.0,85.0,78.0,89.0,90.0,76.0,70.0,91.0,88.0,92.0,79.0,67.0,83.0,58.0,82.0,62.0,80.0,78.0,90.0,82.0,92.0,None,75.0,71.0,13.0,9.0,7.0,14.0,9.0,CM,87.0,65599999.99999999,70.0,2012
11,226161,Marcos Llorente,26,https://cdn.sofifa.com/players/226/161/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,89,Atlético de Madrid,https://cdn.sofifa.com/teams/240/30.png,88000000.0,95000.0,2252,Right,3.0,4.0,3.0,High/ Medium,Lean (170-185),Yes,RM,14.0,2019-07-01,None,2027.0,184,163.17000000000002,74.0,81.0,67.0,86.0,64.0,82.0,73.0,58.0,83.0,84.0,86.0,90.0,82.0,86.0,69.0,84.0,69.0,90.0,79.0,79.0,83.0,82.0,87.0,86.0,64.0,83.0,None,80.0,74.0,13.0,6.0,6.0,11.0,15.0,CAM,87.0,187000000.0,79.0,2019
12,155862,Sergio Ramos,35,https://cdn.sofifa.com/players/155/862/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,88,88,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,24000000.0,115000.0,2251,Right,4.0,3.0,3.0,High/ Medium,Unique,Yes,LCB,4.0,2021-07-08,None,2023.0,184,180.81,66.0,65.0,92.0,82.0,69.0,65.0,74.0,76.0,83.0,83.0,71.0,69.0,77.0,92.0,66.0,79.0,93.0,78.0,84.0,64.0,90.0,87.0,73.0,71.0,92.0,88.0,None,89.0,91.0,11.0,8.0,9.0,7.0,11.0,CB,88.0,44400000.0,84.0,2021
13,197445,D. Alaba,29,https://cdn.sofifa.com/players/197/445/22_60.png,Austria,https://cdn.sofifa.com/flags/at.png,84,84,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,35500000.0,195000.0,2247,Left,4.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,LB,4.0,2021-07-01,None,2026.0,180,171.99,80.0,60.0,74.0,85.0,67.0,77.0,77.0,85.0,80.0,84.0,78.0,77.0,76.0,88.0,77.0,82.0,81.0,75.0,76.0,78.0,74.0,85.0,73.0,78.0,79.0,85.0,None,83.0,82.0,5.0,7.0,14.0,15.0,9.0,CB,84.0,72800000.0,86.0,2021
14,225193,Merino,25,https://cdn.sofifa.com/players/225/193/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,87,Real Sociedad,https://cdn.sofifa.com/teams/457/30.png,50000000.0,47000.0,2244,Left,1.0,3.0,3.0,High/ High,Normal (185+),Yes,RCM,8.0,2018-07-12,None,2025.0,189,183.01500000000001,77.0,79.0,81.0,84.0,58.0,83.0,80.0,69.0,82.0,84.0,73.0,75.0,76.0,84.0,72.0,84.0,81.0,84.0,79.0,78.0,81.0,84.0,78.0,83.0,58.0,80.0,None,84.0,76.0,9.0,12.0,9.0,13.0,14.0,CM,85.0,108800000.0,80.0,2018
15,224232,N. Barella,24,https://cdn.sofifa.com/players/224/232/22_60.png,Italy,https://cdn.sofifa.com/flags/it.png,84,89,Inter,https://cdn.sofifa.com/teams/44/30.png,63500000.0,120000.0,2236,Right,3.0,3.0,3.0,High/ High,Normal (170-),Yes,RCM,23.0,2020-09-01,None,2024.0,172,149.94,69.0,69.0,53.0,86.0,75.0,83.0,75.0,67.0,79.0,87.0,80.0,76.0,91.0,89.0,90.0,69.0,78.0,95.0,69.0,72.0,79.0,84.0,83.0,83.0,73.0,85.0,None,75.0,79.0,11.0,5.0,13.0,14.0,11.0,CM,87.0,112700000.0,74.0,2020
16,212462,Alex Telles,28,https://cdn.sofifa.com/players/212/462/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,82,82,Manchester United,https://cdn.sofifa.com/teams/11/30.png,27500000.0,130000.0,2235,Left,3.0,2.0,3.0,High/ Medium,Unique,Yes,SUB,27.0,2020-10-05,None,2024.0,181,156.555,86.0,63.0,68.0,82.0,62.0,77.0,87.0,79.0,81.0,80.0,81.0,84.0,75.0,81.0,70.0,87.0,81.0,85.0,65.0,83.0,76.0,79.0,75.0,78.0,81.0,77.0,None,78.0,76.0,13.0,8.0,12.0,11.0,14.0,LB,82.0,50900000.0,77.0,2020
17,228702,F. de Jong,24,https://cdn.sofifa.com/players/228/702/22_60.png,Netherlands,https://cdn.sofifa.com/flags/nl.png,87,92,FC Barcelona,https://cdn.sofifa.com/teams/241/30.png,119500000.0,210000.0,2229,Right,3.0,3.0,4.0,High/ Medium,Unique,Yes,RCM,21.0,2019-07-01,None,2026.0,180,163.17000000000002,78.0,72.0,72.0,91.0,70.0,88.0,84.0,64.0,87.0,89.0,80.0,82.0,88.0,88.0,79.0,68.0,76.0,90.0,74.0,66.0,75.0,82.0,77.0,86.0,45.0,90.0,None,76.0,77.0,7.0,13.0,10.0,10.0,9.0,CM,89.0,253900000.0,76.0,2019
18,204923,M. Sabitzer,27,https://cdn.sofifa.com/players/204/923/22_60.png,Austria,https://cdn.sofifa.com/flags/at.png,84,85,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,48000000.0,110000.0,2229,Right,3.0,4.0,3.0,High/ High,Normal (170-185),Yes,SUB,18.0,2021-08-30,None,2025.0,178,167.58,74.0,81.0,60.0,84.0,82.0,79.0,76.0,78.0,81.0,82.0,75.0,81.0,75.0,86.0,80.0,88.0,71.0,85.0,76.0,88.0,77.0,66.0,83.0,83.0,72.0,80.0,None,70.0,59.0,11.0,13.0,14.0,15.0,13.0,CM,84.0,82800000.0,71.0,2021
19,193082,J. Cuadrado,33,https://cdn.sofifa.com/players/193/082/22_60.png,Colombia,https://cdn.sofifa.com/flags/co.png,83,83,Juventus,https://cdn.sofifa.com/teams/45/30.png,19000000.0,95000.0,2229,Right,3.0,3.0,5.0,High/ Medium,Lean (170-185),Yes,RM,11.0,2015-02-02,None,2022.0,179,158.76,84.0,70.0,67.0,81.0,70.0,90.0,80.0,69.0,69.0,85.0,91.0,89.0,94.0,82.0,81.0,84.0,80.0,78.0,66.0,80.0,78.0,73.0,75.0,72.0,65.0,74.0,None,80.0,83.0,5.0,5.0,13.0,6.0,9.0,RB,83.0,31400000.0,75.0,2015
20,193747,Koke,29,https://cdn.sofifa.com/players/193/747/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,85,85,Atlético de Madrid,https://cdn.sofifa.com/teams/240/30.png,52500000.0,90000.0,2227,Right,3.0,4.0,3.0,Medium/ Medium,Normal (170-185),Yes,RCM,6.0,2011-01-01,None,2024.0,176,165.375,85.0,72.0,61.0,86.0,56.0,80.0,85.0,76.0,84.0,83.0,72.0,69.0,73.0,88.0,82.0,83.0,59.0,93.0,75.0,80.0,79.0,83.0,83.0,86.0,67.0,86.0,None,81.0,70.0,14.0,12.0,5.0,10.0,13.0,CM,85.0,107600000.0,82.0,2011
21,210514,João Cancelo,27,https://cdn.sofifa.com/players/210/514/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,86,87,Manchester City,https://cdn.sofifa.com/teams/10/30.png,71500000.0,185000.0,2227,Right,3.0,4.0,4.0,High/ Medium,Unique,Yes,LB,27.0,2019-08-07,None,2025.0,182,163.17000000000002,86.0,68.0,72.0,85.0,62.0,85.0,84.0,69.0,78.0,85.0,86.0,84.0,80.0,85.0,78.0,80.0,72.0,90.0,62.0,75.0,73.0,80.0,80.0,83.0,46.0,85.0,None,82.0,80.0,6.0,9.0,15.0,14.0,14.0,RB,86.0,137600000.0,79.0,2019
22,200458,L. Digne,27,https://cdn.sofifa.com/players/200/458/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,84,84,Everton,https://cdn.sofifa.com/teams/7/30.png,40500000.0,110000.0,2227,Left,2.0,2.0,3.0,High/ Medium,Unique,Yes,LB,12.0,2018-08-01,None,2023.0,178,163.17000000000002,88.0,60.0,71.0,81.0,68.0,78.0,83.0,83.0,73.0,84.0,81.0,77.0,74.0,83.0,78.0,83.0,94.0,86.0,69.0,76.0,76.0,82.0,73.0,75.0,60.0,81.0,None,83.0,84.0,6.0,12.0,9.0,6.0,13.0,LB,84.0,77000000.0,78.0,2018
23,208574,F. Kostić,28,https://cdn.sofifa.com/players/208/574/22_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,84,84,Eintracht Frankfurt,https://cdn.sofifa.com/teams/1824/30.png,42500000.0,52000.0,2227,Left,3.0,2.0,3.0,High/ High,Normal (170-185),Yes,LM,10.0,2019-05-17,None,2023.0,184,180.81,91.0,75.0,59.0,80.0,70.0,85.0,79.0,80.0,75.0,82.0,89.0,88.0,76.0,82.0,79.0,85.0,67.0,90.0,77.0,78.0,80.0,63.0,79.0,81.0,64.0,80.0,None,72.0,68.0,13.0,14.0,12.0,12.0,13.0,LM,84.0,72300000.0,69.0,2019
24,231281,T. Alexander-Arnold,22,https://cdn.sofifa.com/players/231/281/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,87,92,Liverpool,https://cdn.sofifa.com/teams/9/30.png,114000000.0,150000.0,2227,Right,3.0,4.0,3.0,High/ Medium,Unique,Yes,RB,66.0,2015-10-07,None,2025.0,180,152.145,92.0,60.0,69.0,86.0,62.0,78.0,87.0,85.0,90.0,86.0,77.0,80.0,73.0,82.0,73.0,82.0,66.0,88.0,63.0,75.0,74.0,82.0,77.0,87.0,55.0,81.0,None,83.0,79.0,14.0,15.0,14.0,6.0,7.0,RB,87.0,219500000.0,80.0,2015
25,223848,S. Milinković-Savić,26,https://cdn.sofifa.com/players/223/848/22_60.png,Serbia,https://cdn.sofifa.com/flags/rs.png,85,87,Lazio,https://cdn.sofifa.com/teams/46/30.png,66000000.0,100000.0,2224,Right,3.0,5.0,4.0,High/ Medium,Normal (185+),Yes,RCM,21.0,2015-08-06,None,2024.0,191,167.58,64.0,80.0,86.0,85.0,74.0,84.0,80.0,78.0,85.0,86.0,66.0,70.0,62.0,83.0,63.0,83.0,85.0,91.0,87.0,80.0,79.0,78.0,79.0,82.0,56.0,84.0,None,79.0,74.0,7.0,10.0,7.0,16.0,7.0,CM,86.0,117200000.0,78.0,2015
26,181872,A. Vidal,34,https://cdn.sofifa.com/players/181/872/22_60.png,Chile,https://cdn.sofifa.com/flags/cl.png,81,81,Inter,https://cdn.sofifa.com/teams/44/30.png,12000000.0,105000.0,2224,Right,4.0,4.0,3.0,High/ High,Unique,Yes,SUB,22.0,2020-09-22,None,2022.0,180,165.375,76.0,75.0,81.0,81.0,78.0,76.0,76.0,68.0,79.0,83.0,66.0,65.0,81.0,81.0,77.0,84.0,82.0,78.0,80.0,81.0,92.0,82.0,78.0,80.0,81.0,80.0,None,84.0,83.0,4.0,2.0,4.0,2.0,4.0,CM,82.0,20400000.0,80.0,2020
27,195864,P. Pogba,28,https://cdn.sofifa.com/players/195/864/22_60.png,France,https://cdn.sofifa.com/flags/fr.png,87,87,Manchester United,https://cdn.sofifa.com/teams/11/30.png,79500000.0,220000.0,2222,Right,4.0,4.0,5.0,High/ Medium,Unique,Yes,RDM,6.0,2016-08-09,None,2022.0,191,185.22,77.0,75.0,74.0,88.0,84.0,88.0,85.0,82.0,92.0,90.0,63.0,77.0,73.0,83.0,67.0,90.0,82.0,77.0,89.0,84.0,78.0,65.0,80.0,89.0,81.0,88.0,None,67.0,63.0,5.0,6.0,2.0,4.0,3.0,CM,87.0,147100000.0,59.0,2016
28,200145,Casemiro,29,https://cdn.sofifa.com/players/200/145/22_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,89,89,Real Madrid CF,https://cdn.sofifa.com/teams/243/30.png,88000000.0,310000.0,2219,Right,3.0,3.0,2.0,High/ High,Unique,Yes,CDM,14.0,2013-07-11,None,2025.0,185,185.22,58.0,64.0,79.0,84.0,62.0,69.0,62.0,74.0,84.0,79.0,60.0,69.0,61.0,87.0,66.0,88.0,87.0,89.0,90.0,81.0,91.0,87.0,75.0,80.0,66.0,84.0,None,88.0,87.0,13.0,14.0,16.0,12.0,12.0,CDM,89.0,180400000.0,85.0,2013
29,158023,L. Messi,34,https://cdn.sofifa.com/players/158/023/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,93,93,Paris Saint-Germain,https://cdn.sofifa.com/teams/73/30.png,78000000.0,320000.0,2219,Left,5.0,4.0,4.0,Medium/ Low,Unique,Yes,RW,30.0,2021-08-10,None,2023.0,170,158.76,85.0,95.0,70.0,91.0,88.0,96.0,93.0,94.0,91.0,96.0,91.0,80.0,91.0,94.0,95.0,86.0,68.0,72.0,69.0,94.0,44.0,40.0,93.0,95.0,75.0,96.0,None,35.0,24.0,6.0,11.0,15.0,14.0,8.0,RW,93.0,144300000.0,20.0,2021
30,230767,Renato Sanches,23,https://cdn.sofifa.com/players/230/767/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,80,86,LOSC Lille,https://cdn.sofifa.com/teams/65/30.png,33000000.0,38000.0,2218,Right,3.0,4.0,4.0,High/ High,Normal (170-185),Yes,LCM,18.0,2019-08-23,None,2023.0,176,154.35,72.0,67.0,61.0,81.0,68.0,84.0,69.0,68.0,79.0,83.0,86.0,83.0,85.0,80.0,89.0,89.0,84.0,87.0,83.0,78.0,84.0,75.0,74.0,79.0,68.0,83.0,None,74.0,65.0,5.0,12.0,6.0,13.0,14.0,CAM,83.0,69300000.0,73.0,2019
31,205632,L. Ocampos,26,https://cdn.sofifa.com/players/205/632/22_60.png,Argentina,https://cdn.sofifa.com/flags/ar.png,83,83,Sevilla FC,https://cdn.sofifa.com/teams/481/30.png,39500000.0,46000.0,2215,Right,2.0,3.0,4.0,High/ High,Normal (185+),No,LW,5.0,2019-07-03,None,2024.0,188,185.22,79.0,86.0,77.0,80.0,81.0,85.0,80.0,65.0,72.0,84.0,80.0,82.0,79.0,85.0,61.0,84.0,80.0,91.0,81.0,80.0,82.0,72.0,84.0,79.0,79.0,82.0,None,61.0,55.0,11.0,8.0,15.0,12.0,7.0,LW,83.0,83000000.0,58.0,2019
32,189332,Jordi Alba,32,https://cdn.sofifa.com/players/189/332/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,86,86,FC Barcelona,https://cdn.sofifa.com/teams/241/30.png,47000000.0,200000.0,2215,Left,3.0,3.0,3.0,High/ Medium,Unique,Yes,LB,18.0,2012-07-01,None,2024.0,170,149.94,85.0,73.0,70.0,85.0,60.0,81.0,80.0,63.0,79.0,85.0,87.0,86.0,90.0,80.0,85.0,64.0,80.0,87.0,61.0,66.0,75.0,81.0,83.0,78.0,59.0,80.0,None,78.0,80.0,13.0,15.0,13.0,6.0,13.0,LB,86.0,96400000.0,74.0,2012
33,188545,R. Lewandowski,32,https://cdn.sofifa.com/players/188/545/22_60.png,Poland,https://cdn.sofifa.com/flags/pl.png,92,92,FC Bayern München,https://cdn.sofifa.com/teams/21/30.png,119500000.0,270000.0,2212,Right,5.0,4.0,4.0,High/ Medium,Unique,Yes,ST,9.0,2014-07-01,None,2023.0,185,178.60500000000002,71.0,95.0,90.0,85.0,89.0,85.0,79.0,85.0,70.0,88.0,77.0,79.0,77.0,93.0,82.0,90.0,85.0,76.0,86.0,87.0,81.0,49.0,95.0,81.0,90.0,88.0,None,42.0,19.0,15.0,6.0,12.0,8.0,10.0,ST,92.0,197200000.0,35.0,2014
34,209331,M. Salah,29,https://cdn.sofifa.com/players/209/331/22_60.png,Egypt,https://cdn.sofifa.com/flags/eg.png,89,89,Liverpool,https://cdn.sofifa.com/teams/9/30.png,101000000.0,270000.0,2211,Left,4.0,3.0,4.0,High/ Medium,Unique,Yes,RW,11.0,2017-07-01,None,2023.0,175,156.555,79.0,91.0,59.0,84.0,81.0,90.0,83.0,69.0,75.0,89.0,89.0,91.0,91.0,92.0,91.0,82.0,69.0,85.0,75.0,84.0,63.0,55.0,91.0,83.0,86.0,90.0,None,43.0,41.0,14.0,14.0,9.0,11.0,14.0,RW,89.0,186900000.0,38.0,2017
35,220651,Angeliño,24,https://cdn.sofifa.com/players/220/651/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,86,RB Leipzig,https://cdn.sofifa.com/teams/112172/30.png,46000000.0,77000.0,2209,Left,2.0,3.0,4.0,High/ High,Normal (170-185),Yes,LB,3.0,2021-02-12,None,2025.0,175,152.145,88.0,70.0,65.0,81.0,63.0,84.0,83.0,76.0,81.0,84.0,85.0,73.0,83.0,82.0,85.0,80.0,73.0,85.0,60.0,69.0,77.0,80.0,79.0,79.0,55.0,81.0,None,74.0,80.0,13.0,6.0,13.0,13.0,13.0,LM,84.0,81700000.0,77.0,2021
36,20801,Cristiano Ronaldo,36,https://cdn.sofifa.com/players/020/801/22_60.png,Portugal,https://cdn.sofifa.com/flags/pt.png,91,91,Manchester United,https://cdn.sofifa.com/teams/11/30.png,45000000.0,270000.0,2208,Right,5.0,4.0,5.0,High/ Low,Unique,Yes,ST,7.0,2021-08-27,None,2023.0,187,183.01500000000001,87.0,95.0,90.0,80.0,86.0,88.0,81.0,84.0,77.0,88.0,85.0,88.0,86.0,94.0,74.0,94.0,95.0,77.0,77.0,93.0,63.0,29.0,95.0,76.0,88.0,95.0,None,32.0,24.0,7.0,11.0,15.0,14.0,11.0,ST,91.0,83300000.0,24.0,2021
37,1040,12 Roberto Carlos,38,https://cdn.sofifa.com/players/001/040/12_60.png,Brazil,https://cdn.sofifa.com/flags/br.png,79,79,FC Anzhi Makhachkala,https://cdn.sofifa.com/teams/100766/30.png,0.0,30000.0,2207,Left,2.0,2.0,3.0,Medium/ High,Stocky (170-),Yes,SUB,3.0,2011-01-01,None,2013.0,168,154.35,80.0,43.0,54.0,78.0,73.0,74.0,88.0,88.0,82.0,82.0,77.0,78.0,74.0,77.0,85.0,91.0,83.0,60.0,84.0,85.0,74.0,82.0,60.0,82.0,79.0,62.0,81.0,75.0,84.0,8.0,12.0,10.0,13.0,11.0,CDM,79.0,2200000.0,48.01940826906056,2011
38,190286,Canales,30,https://cdn.sofifa.com/players/190/286/22_60.png,Spain,https://cdn.sofifa.com/flags/es.png,83,83,Real Betis Balompié,https://cdn.sofifa.com/teams/449/30.png,34500000.0,38000.0,2205,Left,2.0,3.0,4.0,High/ Medium,Lean (170-185),Yes,LM,10.0,2018-07-03,None,2023.0,176,143.32500000000002,81.0,79.0,50.0,84.0,67.0,82.0,85.0,84.0,87.0,83.0,85.0,82.0,83.0,83.0,79.0,78.0,38.0,80.0,71.0,84.0,68.0,77.0,85.0,89.0,80.0,80.0,None,71.0,58.0,15.0,12.0,16.0,13.0,12.0,CAM,84.0,72500000.0,64.0,2018
39,202126,H. Kane,27,https://cdn.sofifa.com/players/202/126/22_60.png,England,https://cdn.sofifa.com/flags/gb-eng.png,90,90,Tottenham Hotspur,https://cdn.sofifa.com/teams/18/30.png,129500000.0,240000.0,2205,Right,4.0,5.0,3.0,High/ High,Unique,Yes,ST,10.0,2010-07-28,None,2024.0,188,196.245,80.0,94.0,86.0,85.0,88.0,83.0,83.0,65.0,86.0,85.0,65.0,74.0,71.0,92.0,70.0,91.0,79.0,83.0,85.0,86.0,80.0,44.0,94.0,87.0,91.0,91.0,None,36.0,38.0,8.0,10.0,11.0,14.0,11.0,ST,90.0,246100000.0,50.0,2010
